action,taxon_name,id,taxon_id,status,iucn_equivalent,authority,url,geoprivacy,place_id,username,description
UPDATE,Acacia axillaris,160726,775192,Vulnerable,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2911902,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Alternanthera denticulata,160727,369665,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/taxon/apni/51266490,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Amphibromus macrorhinus,160728,1121410,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2916650,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Anogramma leptophylla,162081,180646,Vulnerable,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/taxon/apni/51299828,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Aphelia gracilis,163877,1143399,Rare,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2899707,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Argyrotegium nitidulum,162082,399642,Vulnerable,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2918399,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Asplenium hookerianum,160730,399753,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2896148,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Azorella macquariensis,160732,490197,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2890542,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Banksia integrifolia integrifolia,160733,700972,Presumed Extinct,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2891324,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Barbarea australis,160734,628011,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2911800,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Boronia hemichiton,160738,1038964,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2903230,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
UPDATE,Bossiaea heterophylla,160740,321075,Endangered,Vulnerable,Threatened Species Protection Act 1995,https://id.biodiversity.org.au/node/apni/2912726,obscured,6829,peggydnew,Listed as Threatened - refer to https://www.threatenedspecieslink.tas.gov.au
